,Customer_ID,Invoice,Amount,recency,Cluster
916,13262.0,50,573.45,264,1
918,13264.0,38,722.5600000000001,443,0
919,13265.0,91,2107.66,1,1
922,13268.0,447,3167.64,6,2
924,13270.0,2,1180.0,485,0
925,13271.0,101,178.26,302,0
926,13272.0,15,276.56,31,1
927,13273.0,16,138.98,114,1
928,13274.0,19,360.85,410,0
929,13275.0,50,241.66,384,0
930,13276.0,251,1918.56,153,2
931,13277.0,23,523.3,16,1
932,13278.0,109,1428.2,41,1
933,13279.0,11,126.30000000000001,78,1
934,13280.0,211,2297.13,93,2
935,13281.0,26,306.45,437,0
936,13282.0,54,1228.89,5,1
937,13283.0,20,373.36,30,1
938,13284.0,14,196.15,323,0
939,13285.0,231,3364.59,24,2
940,13286.0,49,734.91,601,0
941,13287.0,74,519.67,584,0
942,13288.0,12,892.16,403,0
943,13289.0,16,307.95,724,0
944,13290.0,3,-208.63,439,0
945,13291.0,328,3320.84,156,2
946,13292.0,60,987.79,285,1
947,13293.0,73,1180.34,364,0
948,13294.0,102,1689.53,250,1
949,13295.0,76,1058.02,360,0
950,13296.0,53,792.51,138,1
951,13297.0,124,4352.67,24,2
952,13298.0,2,360.0,120,1
953,13299.0,66,1173.3,269,1
954,13300.0,58,1267.21,165,1
955,13301.0,81,618.09,104,1
956,13302.0,3,159.2,155,1
957,13303.0,4,61.72,608,0
958,13304.0,87,1120.79,352,0
959,13305.0,206,3754.71,22,2
960,13306.0,4,53.65,579,0
961,13307.0,15,273.34,32,1
962,13308.0,74,1652.47,23,1
963,13309.0,130,1706.3700000000001,1,1
964,13310.0,100,1492.8,28,1
965,13311.0,26,598.57,3,1
966,13312.0,5,124.75,452,0
967,13313.0,191,3423.27,23,2
968,13314.0,75,578.66,52,1
969,13315.0,22,310.26,690,0
972,13318.0,20,640.76,119,1
974,13320.0,155,2160.95,4,2
975,13321.0,11,567.36,73,1
976,13322.0,25,199.48000000000002,18,1
977,13323.0,21,787.85,22,1
979,13325.0,12,675.3,82,1
980,13326.0,13,281.76,640,0
982,13328.0,17,1308.48,317,0
984,13330.0,118,2806.18,123,2
985,13331.0,12,262.4,639,0
986,13332.0,21,350.9,15,1
987,13333.0,55,1015.74,412,0
989,13335.0,1,-955.06,541,0
990,13336.0,51,795.12,78,1
991,13337.0,90,1548.55,399,0
992,13338.0,146,2223.62,125,2
993,13339.0,54,860.12,201,1
995,13341.0,42,775.85,261,1
996,13342.0,2,-14.100000000000001,553,0
997,13343.0,22,303.93,173,1
998,13344.0,119,2543.72,160,2
999,13345.0,22,377.6,129,1
1000,13346.0,6,299.4,499,0
1001,13347.0,8,341.36,71,1
1002,13348.0,14,233.76,182,1
1003,13349.0,16,247.32,11,1
1004,13350.0,43,910.72,17,1
1005,13351.0,16,373.94,244,1
1006,13352.0,27,389.28,61,1
1007,13353.0,3,-28.849999999999998,389,0
1008,13354.0,51,743.53,72,1
1009,13355.0,32,674.7,93,1
1010,13356.0,42,768.24,81,1
1011,13357.0,399,3838.36,258,2
1012,13358.0,29,439.03,269,1
1013,13359.0,61,1001.96,30,1
1014,13360.0,73,1464.1,478,0
1015,13361.0,34,1450.5,473,0
1017,13363.0,102,1723.86,18,1
1018,13364.0,20,0.0,71,1
1019,13365.0,134,2164.32,182,2
1020,13366.0,1,56.160000000000004,51,1
1021,13367.0,20,510.20000000000005,609,0
1022,13368.0,53,1086.1,192,1
1023,13369.0,33,572.03,355,0
1024,13370.0,88,1442.64,485,0
1025,13371.0,95,2271.46,499,0
1026,13372.0,23,378.64,31,1
1028,13374.0,17,422.8,415,0
1029,13375.0,72,1786.48,1,1
1030,13376.0,53,1019.76,204,1
1031,13377.0,81,1495.43,433,0
1032,13378.0,1,-756.4,423,0
1033,13379.0,97,572.56,27,1
1034,13380.0,3,62.4,640,0
1036,13382.0,86,1387.58,251,1
1037,13383.0,1,305.28000000000003,544,0
1039,13385.0,35,534.57,330,0
1040,13386.0,31,835.46,415,0
1041,13387.0,73,189.44,418,0
1042,13388.0,70,1135.7,63,1
1043,13389.0,51,797.96,12,1
1044,13390.0,13,544.08,75,1
1045,13391.0,1,59.8,204,1
1046,13392.0,8,91.14,678,0
1047,13393.0,73,1105.85,584,0
1049,13395.0,81,1180.23,157,1
1050,13396.0,47,1325.29,22,1
1051,13397.0,93,3094.11,73,2
1052,13398.0,39,670.34,193,1
1053,13399.0,15,275.4,489,0
1054,13400.0,24,300.93,553,0
1055,13401.0,1,-1834.14,625,0
1056,13402.0,96,1535.13,246,1
1057,13403.0,9,229.5,18,1
1058,13404.0,11,252.49,35,1
1059,13405.0,46,1196.561,75,1
1060,13406.0,10,557.22,487,0
1061,13407.0,92,2111.89,431,0
1063,13409.0,1,-525.65,625,0
1064,13410.0,53,2172.51,25,1
1065,13411.0,18,213.55,108,1
1066,13412.0,34,487.34999999999997,621,0
1067,13413.0,45,345.8,433,0
1068,13414.0,57,2482.24,134,1
1069,13415.0,116,681.92,473,0
1070,13416.0,26,940.8000000000001,44,1
1071,13417.0,82,1593.89,206,1
1073,13419.0,16,221.06,153,1
1074,13420.0,10,140.35,135,1
1075,13421.0,275,4088.82,41,2
1076,13422.0,128,2601.55,52,2
1077,13423.0,12,217.03,518,0
1078,13424.0,41,557.92,444,0
1079,13425.0,181,3375.9300000000003,109,2
1081,13427.0,52,1006.53,20,1
1082,13428.0,144,499.98,11,1
1083,13429.0,67,1006.8,11,1
1084,13430.0,54,648.6899999999999,19,1
1085,13431.0,130,3289.24,1,2
1086,13432.0,111,439.1,554,0
1087,13433.0,25,656.87,374,0
1088,13434.0,35,1666.8600000000001,75,1
1089,13435.0,154,4459.83,25,2
1090,13436.0,12,196.89,120,1
1091,13437.0,167,3408.06,15,2
1092,13438.0,1,46.5,429,0
1093,13439.0,167,986.61,256,1
1094,13440.0,70,1213.95,364,0
1095,13441.0,38,720.9,92,1
1096,13442.0,38,419.87,434,0
1097,13443.0,205,1247.71,371,0
1098,13444.0,58,631.6800000000001,375,0
1099,13445.0,7,241.89999999999998,627,0
1100,13446.0,214,3608.86,397,2
1101,13447.0,62,1104.23,24,1
1103,13449.0,19,291.88,24,1
1104,13450.0,148,4117.54,27,2
1106,13452.0,3,729.8,260,1
1107,13453.0,42,758.99,166,1
1108,13454.0,23,219.87,494,0
1109,13455.0,164,2773.82,25,2
1110,13456.0,65,1737.8200000000002,18,1
1111,13457.0,11,143.27,689,0
1113,13459.0,73,1160.4099999999999,625,0
1114,13460.0,17,183.44,50,1
1115,13461.0,66,4138.5,139,2
1116,13462.0,72,1145.6,94,1
1117,13463.0,1,-158.65,421,0
1118,13464.0,152,3083.89,0,2
1119,13465.0,34,931.12,447,0
1120,13466.0,59,952.25,101,1
1121,13467.0,99,1083.71,11,1
1123,13469.0,6,82.4,654,0
1124,13470.0,10,165.0,116,1
1125,13471.0,260,2531.58,22,2
1126,13472.0,28,592.24,669,0
1127,13473.0,72,2410.98,39,1
1128,13474.0,130,663.79,237,1
1129,13475.0,86,1431.78,188,1
1130,13476.0,109,1915.77,68,1
1131,13477.0,160,2821.12,5,2
1132,13478.0,131,2068.03,470,0
1133,13479.0,58,808.5,199,1
1134,13480.0,41,627.82,417,0
1135,13481.0,228,3798.84,46,2
1136,13482.0,20,336.09,233,1
1137,13483.0,10,140.34,214,1
1138,13484.0,40,767.32,6,1
1139,13485.0,162,2957.92,234,2
1140,13486.0,69,1122.41,79,1
1141,13487.0,49,846.87,58,1
1143,13489.0,14,449.52,106,1
1144,13490.0,8,154.25,655,0
1145,13491.0,268,4566.56,39,2
1146,13492.0,50,1269.84,96,1
1147,13493.0,8,618.63,98,1
1148,13494.0,18,316.26000000000005,342,0
1150,13496.0,36,617.93,11,1
1151,13497.0,69,1266.33,310,1
1152,13498.0,17,327.38,819,0
1153,13499.0,45,1146.96,18,1
1154,13500.0,87,1436.3,24,1
1155,13501.0,116,2840.26,36,2
1156,13502.0,34,774.6,17,1
1157,13503.0,210,1793.54,72,2
1158,13504.0,22,295.93,183,1
1159,13505.0,227,4282.88,73,2
1160,13506.0,103,1609.65,313,1
1161,13507.0,162,2479.16,108,2
1162,13508.0,28,287.05,67,1
1163,13509.0,49,1114.72,37,1
1164,13510.0,302,4488.39,46,2
1165,13511.0,6,244.61,484,0
1166,13512.0,39,713.39,261,1
1167,13513.0,42,796.99,216,1
1168,13514.0,21,815.9000000000001,74,1
1169,13515.0,76,1265.82,73,1
1170,13516.0,61,1685.26,22,1
1171,13517.0,143,2109.07,30,2
1172,13518.0,38,659.4399999999999,86,1
1173,13519.0,20,331.26,51,1
1175,13521.0,436,1093.65,11,2
1176,13522.0,5,125.80000000000001,90,1
1177,13523.0,236,4892.02,47,2
1178,13524.0,27,680.1800000000001,41,1
1179,13525.0,6,628.78,15,1
1180,13526.0,54,942.5999999999999,1062,0
1181,13527.0,459,4650.04,31,2
1182,13528.0,1,-40.0,683,0
1183,13529.0,15,307.76,79,1
1184,13530.0,18,402.97999999999996,635,0
1185,13531.0,90,1738.52,206,1
1186,13532.0,66,210.31,182,1
1187,13533.0,76,270.79,65,1
1189,13535.0,1,89.5,667,0
1190,13536.0,179,3448.29,10,2
1191,13537.0,42,717.85,426,0
1192,13538.0,144,3112.73,32,2
1193,13539.0,88,1531.26,86,1
1194,13540.0,32,632.39,468,0
1195,13541.0,12,717.9,365,0
1196,13542.0,340,3970.77,377,2
1197,13543.0,47,1439.6100000000001,635,0
1198,13544.0,259,820.5,40,1
1199,13545.0,59,347.35,391,0
1200,13546.0,153,1092.14,13,1
1201,13547.0,47,175.53,409,0
1202,13548.0,187,908.99,67,1
1203,13549.0,60,1003.72,3,1
1204,13550.0,44,349.51,384,0
1205,13551.0,5,244.2,320,0
1207,13553.0,94,517.8,648,0
1208,13554.0,211,1556.3899999999999,381,2
1210,13556.0,9,200.82,436,0
1211,13557.0,183,2980.08,29,2
1212,13558.0,175,605.06,24,1
1213,13559.0,2,990.0,513,0
1214,13560.0,33,174.37,301,0
1215,13561.0,233,1820.72,127,2
1216,13562.0,196,4838.18,82,2
1217,13563.0,49,777.53,85,1
1219,13565.0,60,414.8,20,1
1220,13566.0,374,1708.1200000000001,41,2
1221,13567.0,204,1078.59,473,0
1222,13568.0,44,192.85,174,1
1223,13569.0,214,893.78,18,1
1224,13570.0,27,239.49,67,1
1225,13571.0,676,4546.54,13,2
1226,13572.0,33,1384.25,206,1
1227,13573.0,89,916.47,51,1
1228,13574.0,103,421.25,412,0
1229,13575.0,46,732.0699999999999,0,1
1231,13577.0,174,3346.62,1,2
1232,13578.0,9,147.66,410,0
1233,13579.0,92,1535.84,15,1
1234,13580.0,5,107.75,407,0
1235,13581.0,33,280.53000000000003,283,0
1236,13582.0,11,241.68,390,0
1237,13583.0,96,1445.031,156,1
1238,13584.0,88,347.15,191,1
1239,13585.0,40,674.46,431,0
1240,13586.0,21,131.53,542,0
1241,13587.0,33,1308.1,44,1
1242,13588.0,180,2445.12,16,2
1243,13589.0,52,1120.74,15,1
1245,13591.0,102,2081.19,183,1
1246,13592.0,16,247.95999999999998,66,1
1248,13594.0,35,508.42,53,1
1249,13595.0,152,818.22,398,0
1250,13596.0,166,697.04,13,1
1251,13597.0,19,372.21,389,0
1252,13598.0,100,776.84,48,1
1254,13600.0,41,518.42,313,0
1255,13601.0,195,1185.14,5,1
1256,13602.0,58,1025.17,183,1
1257,13603.0,27,164.34,27,1
1258,13604.0,23,713.39,652,0
1259,13605.0,53,522.67,388,0
1260,13606.0,43,280.53999999999996,59,1
1261,13607.0,123,1060.6100000000001,41,1
1262,13608.0,36,236.2,541,0
1263,13609.0,7,167.35,594,0
1264,13610.0,419,2144.13,13,2
1265,13611.0,236,3281.03,31,2
1266,13612.0,52,777.79,459,0
1267,13613.0,59,1039.8500000000001,453,0
1268,13614.0,271,2359.19,25,2
1270,13616.0,37,288.1,569,0
1271,13617.0,108,1263.8,4,1
1272,13618.0,13,177.34,174,1
1273,13619.0,49,231.69,545,0
1274,13620.0,5,112.34,529,0
1275,13621.0,19,213.85,117,1
1276,13622.0,34,651.45,374,0
1277,13623.0,303,2446.36,90,2
1278,13624.0,24,427.18,381,0
1279,13625.0,21,301.26,597,0
1280,13626.0,46,689.49,340,0
1281,13627.0,132,2217.55,30,2
1282,13628.0,16,310.14,707,0
1284,13630.0,80,1995.68,76,1
1285,13631.0,12,3021.77,134,1
1286,13632.0,224,3634.7000000000003,25,2
1287,13633.0,1,-306.66,604,0
1288,13634.0,478,4519.55,36,2
1289,13635.0,167,2948.22,275,2
1290,13636.0,64,941.62,93,1
1291,13637.0,101,810.5,53,1
1292,13638.0,8,122.64,16,1
1293,13639.0,59,1346.27,75,1
1294,13640.0,4,405.0,524,0
1295,13641.0,50,921.82,463,0
1296,13642.0,115,501.97,127,1
1297,13643.0,107,2112.17,121,1
1298,13644.0,148,2597.52,17,2
1299,13645.0,5,252.1,32,1
1300,13646.0,59,323.3,578,0
1301,13647.0,141,3063.78,10,2
1302,13648.0,113,1679.01,408,0
1303,13649.0,126,1678.88,257,1
1304,13650.0,184,3098.5,1,2
1305,13651.0,15,208.95,40,1
1306,13652.0,159,2570.85,46,2
1307,13653.0,9,152.2,458,0
1309,13655.0,123,2259.3,6,2
1310,13656.0,90,1053.35,165,1
1311,13657.0,16,382.14,11,1
1313,13659.0,289,4716.63,197,2
1314,13660.0,42,303.69,455,0
1315,13661.0,17,325.24,604,0
1316,13662.0,148,2183.13,35,2
1317,13663.0,101,2013.6100000000001,180,1
1318,13664.0,1,-13.14,683,0
1319,13665.0,106,1711.6599999999999,387,0
1320,13666.0,19,127.89999999999999,61,1
1321,13667.0,87,305.02,150,1
1323,13669.0,14,413.55,51,1
1324,13670.0,25,349.7,76,1
1325,13671.0,76,194.95,425,0
1326,13672.0,28,162.07000000000002,38,1
1327,13673.0,65,396.92,19,1
1328,13674.0,16,215.88,548,0
1329,13675.0,25,486.82000000000005,33,1
1330,13676.0,15,153.15,539,0
1331,13677.0,107,556.1899999999999,405,0
1332,13678.0,16,232.6,33,1
1333,13679.0,50,281.26,600,0
1335,13681.0,57,827.83,18,1
1336,13682.0,3,59.5,218,1
1337,13683.0,10,258.6,488,0
1338,13684.0,113,546.52,286,1
1339,13685.0,39,3119.44,46,2
1340,13686.0,34,409.04,65,1
1342,13688.0,5,375.5,636,0
1343,13689.0,9,1259.5,153,1
1344,13690.0,9,172.25,30,1
1345,13691.0,54,212.78,485,0
1346,13692.0,99,3016.4500000000003,25,2
1347,13693.0,112,1948.32,326,1
1349,13695.0,96,2770.73,2,2
1350,13696.0,25,2008.7,403,0
1351,13697.0,12,151.29999999999998,333,0
1352,13698.0,40,465.53000000000003,597,0
1353,13699.0,40,711.4,156,1
1354,13700.0,247,2586.21,6,2
1355,13701.0,10,159.55,437,0
1356,13702.0,5,135.18,446,0
1357,13703.0,73,99.5,319,0
1358,13704.0,135,2295.31,0,2
1359,13705.0,84,2035.33,145,1
1360,13706.0,38,631.17,69,1
1361,13707.0,155,3365.86,267,2
1362,13708.0,51,296.88,272,1
1364,13710.0,15,509.52,121,1
1365,13711.0,103,1632.6100000000001,219,1
1366,13712.0,33,766.42,159,1
1367,13713.0,82,743.26,409,0
1368,13714.0,30,161.35,466,0
1370,13716.0,21,138.28,270,1
1371,13717.0,127,1748.05,57,1
1372,13718.0,12,306.55,159,1
1373,13719.0,251,2815.25,16,2
1374,13720.0,43,799.9,117,1
1375,13721.0,42,741.54,274,1
1377,13723.0,59,1209.2,188,1
1378,13724.0,42,213.01,372,0
1379,13725.0,118,1809.81,38,1
1380,13726.0,42,1079.6599999999999,101,1
1381,13727.0,85,1067.3,29,1
1382,13728.0,164,2855.17,108,2
1383,13729.0,44,676.4300000000001,436,0
1384,13730.0,43,752.6,136,1
1385,13731.0,38,610.59,159,1
1386,13732.0,33,491.86,29,1
1387,13733.0,30,484.53000000000003,411,0
1388,13734.0,30,3451.2900000000004,459,0
1390,13736.0,568,2715.01,242,2
1391,13737.0,30,339.59999999999997,201,1
1392,13738.0,92,440.93,486,0
1393,13739.0,6,292.2,19,1
1394,13740.0,95,1597.77,241,1
1395,13741.0,35,666.33,4,1
1396,13742.0,323,3102.42,17,2
1397,13743.0,42,1340.1499999999999,1,1
1398,13744.0,72,1156.36,215,1
1399,13745.0,59,761.27,33,1
1400,13746.0,9,176.69,414,0
1401,13747.0,6,249.39999999999998,395,0
1402,13748.0,59,2268.35,159,1
1403,13749.0,2,-10.25,527,0
1404,13750.0,77,3563.6,54,2
1405,13751.0,9,296.25,289,0
1406,13752.0,95,1590.73,96,1
1407,13753.0,80,2094.57,288,1
1408,13754.0,21,447.05,33,1
1409,13755.0,343,2154.68,10,2
1411,13757.0,8,195.55,648,0
1413,13759.0,25,659.4100000000001,72,1
1414,13760.0,120,1358.6399999999999,55,1
1415,13761.0,122,1952.17,51,1
1416,13762.0,42,2165.76,205,1
1418,13764.0,376,2953.26,71,2
1419,13765.0,17,352.821,654,0
1420,13766.0,17,190.35,701,0
1422,13768.0,43,758.07,527,0
1424,13770.0,48,785.37,423,0
1426,13772.0,577,3094.72,182,2
1427,13773.0,19,301.54,486,0
1428,13774.0,22,345.0,82,1
1429,13775.0,63,1049.66,591,0
1430,13776.0,8,-340.17,518,0
1432,13778.0,45,1116.54,104,1
1433,13779.0,27,161.13,368,0
1434,13780.0,100,735.82,171,1
1435,13781.0,58,770.88,281,1
1436,13782.0,245,1785.77,13,2
1437,13783.0,10,1542.09,433,0
1438,13784.0,45,2897.18,10,1
1439,13785.0,30,542.49,518,0
1440,13786.0,126,2736.41,375,2
1441,13787.0,94,1173.7,76,1
1442,13788.0,1,3.75,506,0
1443,13789.0,18,239.45999999999998,389,0
1444,13790.0,45,348.8,212,1
1445,13791.0,17,1047.68,44,1
1446,13792.0,23,383.95,244,1
1447,13793.0,7,96.0,647,0
1448,13794.0,9,126.03,399,0
1449,13795.0,29,836.3,372,0
1450,13796.0,22,289.7,500,0
1451,13797.0,80,1168.45,437,0
1453,13799.0,116,2039.82,117,1
1454,13800.0,73,1679.56,283,1
1455,13801.0,23,324.8,244,1
1457,13803.0,79,1319.1100000000001,256,1
1458,13804.0,169,3208.52,79,2
1459,13805.0,13,924.6,53,1
1460,13806.0,10,256.38,153,1
1461,13807.0,34,509.9,516,0
1462,13808.0,76,1747.66,47,1
1463,13809.0,25,679.7,161,1
1464,13810.0,36,899.51,29,1
1465,13811.0,14,591.75,95,1
1466,13812.0,36,539.0,43,1
1467,13813.0,153,2686.42,31,2
1468,13814.0,81,2239.07,57,1
1470,13816.0,33,555.04,24,1
1471,13817.0,24,382.98,59,1
1472,13818.0,5,61.28,548,0
1473,13819.0,104,2631.1,38,2
1474,13820.0,93,640.4,419,0
1475,13821.0,210,1387.03,145,2
1476,13822.0,96,632.0,41,1
1477,13823.0,166,3358.55,19,2
1478,13824.0,104,3273.36,6,2
1479,13825.0,40,255.59,622,0
1480,13826.0,12,174.65,177,1
1481,13827.0,93,412.05,58,1
1482,13828.0,15,209.49,23,1
1483,13829.0,2,0.0,360,0
1484,13830.0,13,135.95000000000002,523,0
1486,13832.0,58,602.4399999999999,18,1
1487,13833.0,45,701.36,278,1
1488,13834.0,21,247.89,370,0
1489,13835.0,73,1044.82,26,1
1490,13836.0,33,602.52,411,0
1491,13837.0,19,271.24,5,1
1492,13838.0,472,1966.09,118,2
1493,13839.0,7,139.95000000000002,428,0
1494,13840.0,40,651.4,417,0
1495,13841.0,1,85.0,340,0
1497,13843.0,18,319.75,381,0
1498,13844.0,20,361.62,12,1
1499,13845.0,9,312.98,183,1
1500,13846.0,84,1290.34,25,1
1501,13847.0,19,310.72,720,0
1502,13848.0,11,3335.0,123,2
1503,13849.0,221,3443.8,52,2
1504,13850.0,94,1586.81,0,1
1505,13851.0,141,4516.76,215,2
1506,13852.0,13,170.45000000000002,371,0
1507,13853.0,24,1056.94,58,1
1509,13855.0,77,1253.94,501,0
1510,13856.0,62,1058.88,95,1
1511,13857.0,129,997.11,394,0
1512,13858.0,11,216.17,58,1
1513,13859.0,36,515.86,327,0
1514,13860.0,77,1240.0,15,1
1515,13861.0,23,251.31,531,0
1516,13862.0,163,2534.04,19,2
1517,13863.0,74,1217.63,128,1
1518,13864.0,1,662.4000000000001,387,0
1519,13865.0,30,501.56,0,1
1520,13866.0,7,145.67000000000002,75,1
1521,13867.0,61,1015.29,75,1
1522,13868.0,33,3192.54,301,2
1526,13872.0,61,891.32,514,0
1527,13873.0,61,1031.02,2,1
1528,13874.0,73,1989.2,358,0
1529,13875.0,270,4814.37,38,2
1530,13876.0,7,122.7,153,1
1531,13877.0,25,446.33,87,1
1532,13878.0,107,2473.06,55,2
1533,13879.0,25,395.5,616,0
1534,13880.0,229,4391.66,22,2
1536,13882.0,66,1131.28,12,1
1538,13884.0,194,1852.38,31,2
1539,13885.0,28,506.8,201,1
1540,13886.0,16,243.56,72,1
1541,13887.0,19,349.55,204,1
1542,13888.0,184,2169.05,2,2
1543,13889.0,90,1855.73,123,1
1544,13890.0,183,2858.73,19,2
1545,13891.0,100,863.5600000000001,379,0
1546,13892.0,36,1267.6499999999999,27,1
1547,13893.0,21,821.1,298,0
1548,13894.0,30,535.97,23,1
1549,13895.0,188,3923.62,22,2
1550,13896.0,21,388.55,626,0
1551,13897.0,59,1160.72,51,1
1552,13898.0,46,686.4,326,0
1553,13899.0,19,388.52,17,1
1554,13900.0,96,1608.09,94,1
1557,13903.0,10,165.45000000000002,607,0
1558,13904.0,26,332.64,295,0
1559,13905.0,15,244.45,527,0
1560,13906.0,1,42.0,410,0
1561,13907.0,4,136.8,692,0
1562,13908.0,126,2347.05,4,2
1563,13909.0,39,286.6,364,0
1564,13910.0,1,-127.66,444,0
1565,13911.0,242,4200.04,58,2
1566,13912.0,7,124.95,365,0
1567,13913.0,3,42.22,507,0
1568,13914.0,34,613.95,12,1
1569,13915.0,4,31.200000000000003,425,0
1570,13916.0,75,1260.51,542,0
1571,13917.0,18,272.04,50,1
1572,13918.0,30,1212.8400000000001,50,1
1573,13919.0,82,1326.03,30,1
1574,13920.0,88,1734.88,453,0
1575,13921.0,45,720.75,365,0
1576,13922.0,33,824.7,352,0
1577,13923.0,20,351.13,54,1
1578,13924.0,137,1682.08,10,1
1579,13925.0,45,616.65,63,1
1580,13926.0,11,223.85000000000002,24,1
1581,13927.0,44,689.96,75,1
1582,13928.0,27,464.57,11,1
1583,13929.0,60,3318.1,170,2
1584,13930.0,17,337.34,58,1
1586,13932.0,16,307.4,295,0
1587,13933.0,23,608.7900000000001,110,1
1588,13934.0,31,922.1,264,1
1590,13936.0,60,924.36,171,1
1591,13937.0,55,867.38,170,1
1592,13938.0,7,71.66,243,1
1593,13939.0,113,1533.66,24,1
1594,13940.0,49,839.14,18,1
1596,13942.0,1,320.0,535,0
1597,13943.0,15,246.54,400,0
1598,13944.0,35,200.43,654,0
1599,13945.0,51,854.15,425,0
1600,13946.0,57,1745.43,80,1
1601,13947.0,5,90.6,214,1
1602,13948.0,25,536.86,361,0
1603,13949.0,160,2427.32,25,2
1604,13950.0,36,728.56,12,1
1605,13951.0,39,674.45,177,1
1608,13954.0,30,378.59,58,1
1609,13955.0,87,545.17,125,1
1610,13956.0,152,1026.42,55,1
1611,13957.0,27,458.25,418,0
1612,13958.0,250,4402.33,380,2
1613,13959.0,163,1076.18,80,1
1614,13960.0,12,230.22,22,1
1615,13961.0,21,498.7,364,0
1616,13962.0,23,362.8,22,1
1617,13963.0,176,2899.62,252,2
1618,13964.0,25,421.9,388,0
1619,13965.0,28,777.6600000000001,427,0
1620,13966.0,22,390.86,436,0
1621,13967.0,6,166.3,146,1
1622,13968.0,8,123.66,365,0
1624,13970.0,13,846.55,387,0
1625,13971.0,265,4593.83,4,2
1626,13972.0,15,190.25,71,1
1627,13973.0,11,264.7,288,0
1628,13974.0,45,663.52,50,1
1630,13976.0,56,1192.36,207,1
1631,13977.0,13,519.8100000000001,412,0
1632,13978.0,15,196.79000000000002,15,1
1633,13979.0,412,3326.83,74,2
1634,13980.0,69,753.12,61,1
1635,13981.0,23,327.39,416,0
1636,13982.0,265,4418.79,40,2
1638,13984.0,94,1616.1200000000001,27,1
1640,13986.0,13,320.46,18,1
1641,13987.0,46,682.54,380,0
1642,13988.0,300,4708.64,20,2
1643,13989.0,86,2026.06,214,1
1644,13990.0,16,311.3,66,1
1645,13991.0,86,850.63,13,1
1646,13992.0,11,219.5,90,1
1648,13994.0,155,2313.14,40,2
1649,13995.0,238,3836.26,16,2
1650,13996.0,33,895.76,387,0
1651,13997.0,46,382.31,489,0
1652,13998.0,31,566.7,370,0
1654,14000.0,52,1877.5900000000001,5,1
1655,14001.0,113,4517.34,46,2
1656,14002.0,47,529.73,135,1
1657,14003.0,16,209.41,881,0
1659,14005.0,84,2874.72,10,2
1660,14006.0,77,2196.67,6,1
1661,14007.0,5,79.48,513,0
1662,14008.0,33,493.74,376,0
1663,14009.0,76,1090.23,199,1
1664,14010.0,28,288.09999999999997,566,0
1665,14011.0,33,451.91999999999996,401,0
1666,14012.0,11,328.8,160,1
1667,14013.0,72,1006.22,98,1
1668,14014.0,76,1948.21,78,1
1669,14015.0,20,917.34,53,1
1671,14017.0,14,229.75,572,0
1672,14018.0,13,367.15000000000003,616,0
1673,14019.0,68,1398.96,47,1
1674,14020.0,76,1213.26,1,1
1675,14021.0,90,1716.58,5,1
1676,14022.0,47,792.15,226,1
1677,14023.0,31,584.07,281,1
1678,14024.0,34,645.74,63,1
1679,14025.0,102,3969.1,370,2
1680,14026.0,50,713.11,471,0
1681,14027.0,6,104.82,61,1
1682,14028.0,13,3175.5,499,0
1683,14029.0,15,467.66,145,1
1686,14032.0,255,4786.07,6,2
1687,14033.0,1,109.44,672,0
1688,14034.0,92,512.02,23,1
1689,14035.0,154,2852.47,29,2
1690,14036.0,38,626.65,285,1
1691,14037.0,115,755.95,177,1
1692,14038.0,168,3000.93,79,2
1693,14039.0,10,267.28000000000003,182,1
1695,14041.0,21,141.41,267,1
1696,14042.0,21,431.98,726,0
1697,14043.0,43,301.3,580,0
1698,14044.0,852,3106.15,27,2
1700,14046.0,14,154.99,285,0
1701,14047.0,171,4158.7300000000005,74,2
1702,14048.0,144,713.89,160,1
1704,14050.0,54,746.36,107,1
1706,14052.0,125,480.81,20,1
1707,14053.0,9,572.3,155,1
1708,14054.0,6,92.46,214,1
1709,14055.0,33,1520.96,107,1
1712,14058.0,24,469.19,531,0
1713,14059.0,8,183.6,267,1
1715,14061.0,19,917.4300000000001,507,0
1718,14064.0,252,3039.75,5,2
1719,14065.0,50,889.37,390,0
1720,14066.0,7,152.55,267,1
1721,14067.0,52,374.7,153,1
1722,14068.0,112,1504.97,321,1
1723,14069.0,42,230.06,515,0
1724,14070.0,42,326.55,685,0
1725,14071.0,333,1307.41,6,2
1726,14072.0,19,390.85,403,0
1727,14073.0,14,139.54,22,1
1728,14074.0,6,219.39999999999998,624,0
1729,14075.0,81,1734.87,20,1
1730,14076.0,46,122.47,305,0
1731,14077.0,56,615.0799999999999,41,1
1732,14078.0,163,1692.6299999999999,66,1
1733,14079.0,13,618.73,155,1
1734,14080.0,84,1075.73,152,1
1736,14082.0,65,413.36,364,0
1737,14083.0,255,1407.26,37,2
1738,14084.0,7,150.5,513,0
1740,14086.0,1,39.95,641,0
1741,14087.0,223,803.47,151,1
1743,14089.0,14,161.0,57,1
1744,14090.0,1,76.32000000000001,325,0
1747,14093.0,105,442.85,13,1
1748,14094.0,48,334.27,440,0
1749,14095.0,1,2.95,723,0
1751,14097.0,40,422.85999999999996,482,0
1752,14098.0,21,147.35,274,0
1754,14100.0,26,194.9,138,1
1756,14102.0,84,1314.73,12,1
1757,14103.0,1,0.0,373,0
1758,14104.0,143,771.5799999999999,125,1
